method,source,hits_at_k,precision_at_k
personalized_pagerank,2765,6,0.6
personalized_pagerank,2768,7,0.7
personalized_pagerank,2774,8,0.8
personalized_pagerank,2775,5,0.5
personalized_pagerank,2778,4,0.4
personalized_pagerank,2780,1,0.1
personalized_pagerank,2789,1,0.1
personalized_pagerank,2790,7,0.7
personalized_pagerank,2791,2,0.2
personalized_pagerank,2792,3,0.3
personalized_pagerank,2793,1,0.1
personalized_pagerank,2796,3,0.3
personalized_pagerank,2799,2,0.2
personalized_pagerank,2802,3,0.3
personalized_pagerank,2804,4,0.4
personalized_pagerank,2807,2,0.2
personalized_pagerank,2811,3,0.3
personalized_pagerank,2815,4,0.4
personalized_pagerank,2819,4,0.4
personalized_pagerank,2822,6,0.6
personalized_pagerank,2830,1,0.1
personalized_pagerank,2831,6,0.6
personalized_pagerank,2832,4,0.4
personalized_pagerank,2833,1,0.1
personalized_pagerank,2834,2,0.2
personalized_pagerank,2838,2,0.2
personalized_pagerank,2840,5,0.5
personalized_pagerank,2842,7,0.7
personalized_pagerank,2845,1,0.1
personalized_pagerank,2851,4,0.4
personalized_pagerank,2852,1,0.1
personalized_pagerank,2855,2,0.2
personalized_pagerank,2859,5,0.5
personalized_pagerank,2860,2,0.2
personalized_pagerank,2862,2,0.2
personalized_pagerank,2863,1,0.1
personalized_pagerank,2866,2,0.2
personalized_pagerank,2867,2,0.2
personalized_pagerank,2871,6,0.6
personalized_pagerank,2872,7,0.7
personalized_pagerank,2875,1,0.1
personalized_pagerank,2883,2,0.2
personalized_pagerank,2885,1,0.1
personalized_pagerank,2886,2,0.2
personalized_pagerank,2889,3,0.3
personalized_pagerank,2898,1,0.1
personalized_pagerank,2900,4,0.4
personalized_pagerank,2901,2,0.2
personalized_pagerank,2903,1,0.1
personalized_pagerank,2904,6,0.6
personalized_pagerank,2906,2,0.2
personalized_pagerank,2907,1,0.1
personalized_pagerank,2908,4,0.4
personalized_pagerank,2909,6,0.6
personalized_pagerank,2912,6,0.6
personalized_pagerank,2913,2,0.2
personalized_pagerank,2919,1,0.1
personalized_pagerank,2923,6,0.6
personalized_pagerank,2925,3,0.3
personalized_pagerank,2932,10,1.0
personalized_pagerank,2933,2,0.2
personalized_pagerank,2935,5,0.5
personalized_pagerank,2936,1,0.1
personalized_pagerank,2939,2,0.2
personalized_pagerank,2940,5,0.5
personalized_pagerank,2941,2,0.2
personalized_pagerank,2947,2,0.2
personalized_pagerank,2948,3,0.3
personalized_pagerank,2950,4,0.4
personalized_pagerank,2951,3,0.3
personalized_pagerank,2953,2,0.2
personalized_pagerank,2958,4,0.4
personalized_pagerank,2964,7,0.7
personalized_pagerank,2965,1,0.1
personalized_pagerank,2967,7,0.7
personalized_pagerank,2968,6,0.6
personalized_pagerank,2969,2,0.2
personalized_pagerank,2972,6,0.6
personalized_pagerank,2974,2,0.2
personalized_pagerank,2981,8,0.8
personalized_pagerank,2983,5,0.5
personalized_pagerank,2985,1,0.1
personalized_pagerank,2986,2,0.2
personalized_pagerank,2987,3,0.3
personalized_pagerank,2988,8,0.8
personalized_pagerank,2989,2,0.2
personalized_pagerank,2994,1,0.1
personalized_pagerank,2995,3,0.3
personalized_pagerank,2998,2,0.2
personalized_pagerank,2999,2,0.2
personalized_pagerank,3000,5,0.5
personalized_pagerank,3001,1,0.1
personalized_pagerank,3005,6,0.6
personalized_pagerank,3006,4,0.4
personalized_pagerank,3007,5,0.5
personalized_pagerank,3009,5,0.5
personalized_pagerank,3010,9,0.9
personalized_pagerank,3015,2,0.2
personalized_pagerank,3017,1,0.1
personalized_pagerank,3018,3,0.3
personalized_pagerank,3020,6,0.6
personalized_pagerank,3024,8,0.8
personalized_pagerank,3025,2,0.2
personalized_pagerank,3026,10,1.0
personalized_pagerank,3027,2,0.2
personalized_pagerank,3028,7,0.7
personalized_pagerank,3031,5,0.5
personalized_pagerank,3032,7,0.7
personalized_pagerank,3033,6,0.6
personalized_pagerank,3034,6,0.6
personalized_pagerank,3035,3,0.3
personalized_pagerank,3036,1,0.1
personalized_pagerank,3037,1,0.1
personalized_pagerank,3039,4,0.4
personalized_pagerank,3040,1,0.1
personalized_pagerank,3041,1,0.1
personalized_pagerank,3046,3,0.3
personalized_pagerank,3047,2,0.2
personalized_pagerank,3049,1,0.1
personalized_pagerank,3053,3,0.3
personalized_pagerank,3055,6,0.6
personalized_pagerank,3056,6,0.6
personalized_pagerank,3057,6,0.6
personalized_pagerank,3059,9,0.9
personalized_pagerank,3060,1,0.1
personalized_pagerank,3061,1,0.1
personalized_pagerank,3062,7,0.7
personalized_pagerank,3072,2,0.2
personalized_pagerank,3073,7,0.7
personalized_pagerank,3075,1,0.1
personalized_pagerank,3077,2,0.2
personalized_pagerank,3081,3,0.3
personalized_pagerank,3083,1,0.1
personalized_pagerank,3084,4,0.4
personalized_pagerank,3086,2,0.2
personalized_pagerank,3087,1,0.1
personalized_pagerank,3088,2,0.2
personalized_pagerank,3089,1,0.1
personalized_pagerank,3092,6,0.6
personalized_pagerank,3094,1,0.1
personalized_pagerank,3095,4,0.4
personalized_pagerank,3098,3,0.3
personalized_pagerank,3103,1,0.1
personalized_pagerank,3106,2,0.2
personalized_pagerank,3107,2,0.2
personalized_pagerank,3108,2,0.2
personalized_pagerank,3110,5,0.5
personalized_pagerank,3120,1,0.1
personalized_pagerank,3124,1,0.1
personalized_pagerank,3125,3,0.3
personalized_pagerank,3127,1,0.1
personalized_pagerank,3137,1,0.1
personalized_pagerank,3142,6,0.6
personalized_pagerank,3144,6,0.6
personalized_pagerank,3145,2,0.2
personalized_pagerank,3147,3,0.3
personalized_pagerank,3148,5,0.5
personalized_pagerank,3150,2,0.2
personalized_pagerank,3159,1,0.1
personalized_pagerank,3168,6,0.6
personalized_pagerank,3172,1,0.1
personalized_pagerank,3175,5,0.5
personalized_pagerank,3176,1,0.1
personalized_pagerank,3180,6,0.6
personalized_pagerank,3181,1,0.1
personalized_pagerank,3185,1,0.1
personalized_pagerank,3188,5,0.5
personalized_pagerank,3189,1,0.1
personalized_pagerank,3190,1,0.1
personalized_pagerank,3191,8,0.8
personalized_pagerank,3192,6,0.6
personalized_pagerank,3196,5,0.5
personalized_pagerank,3200,2,0.2
personalized_pagerank,3202,3,0.3
personalized_pagerank,3208,2,0.2
personalized_pagerank,3209,5,0.5
personalized_pagerank,3225,3,0.3
personalized_pagerank,3227,4,0.4
personalized_pagerank,3238,4,0.4
personalized_pagerank,3239,2,0.2
personalized_pagerank,3247,1,0.1
personalized_pagerank,3252,8,0.8
personalized_pagerank,3256,3,0.3
personalized_pagerank,3258,9,0.9
personalized_pagerank,3260,1,0.1
personalized_pagerank,3268,1,0.1
personalized_pagerank,3272,1,0.1
personalized_pagerank,3274,6,0.6
personalized_pagerank,3275,2,0.2
personalized_pagerank,3276,9,0.9
personalized_pagerank,3278,1,0.1
personalized_pagerank,3282,1,0.1
personalized_pagerank,3284,2,0.2
personalized_pagerank,3290,5,0.5
personalized_pagerank,3291,5,0.5
personalized_pagerank,3292,2,0.2
personalized_pagerank,3293,1,0.1
personalized_pagerank,3297,6,0.6
personalized_pagerank,3301,3,0.3
personalized_pagerank,3304,5,0.5
personalized_pagerank,3305,1,0.1
personalized_pagerank,3306,2,0.2
personalized_pagerank,3310,3,0.3
personalized_pagerank,3315,2,0.2
personalized_pagerank,3317,1,0.1
personalized_pagerank,3321,3,0.3
personalized_pagerank,3326,3,0.3
personalized_pagerank,3333,2,0.2
personalized_pagerank,3334,2,0.2
personalized_pagerank,3340,1,0.1
personalized_pagerank,3343,2,0.2
personalized_pagerank,3345,7,0.7
personalized_pagerank,3346,1,0.1
personalized_pagerank,3348,2,0.2
personalized_pagerank,3349,2,0.2
personalized_pagerank,3350,7,0.7
personalized_pagerank,3352,9,0.9
personalized_pagerank,3361,1,0.1
personalized_pagerank,3366,4,0.4
personalized_pagerank,3373,4,0.4
personalized_pagerank,3375,4,0.4
personalized_pagerank,3377,3,0.3
personalized_pagerank,3378,5,0.5
personalized_pagerank,3379,5,0.5
personalized_pagerank,3380,4,0.4
personalized_pagerank,3381,6,0.6
personalized_pagerank,3386,2,0.2
personalized_pagerank,3388,3,0.3
personalized_pagerank,3390,6,0.6
personalized_pagerank,3391,1,0.1
personalized_pagerank,3392,4,0.4
personalized_pagerank,3393,4,0.4
personalized_pagerank,3394,9,0.9
personalized_pagerank,3396,1,0.1
personalized_pagerank,3402,7,0.7
personalized_pagerank,3404,6,0.6
personalized_pagerank,3406,1,0.1
personalized_pagerank,3417,5,0.5
personalized_pagerank,3425,1,0.1
personalized_pagerank,3433,2,0.2
personalized_pagerank,3435,1,0.1
personalized_pagerank,3439,7,0.7
personalized_pagerank,3441,1,0.1
personalized_pagerank,3443,4,0.4
personalized_pagerank,3445,3,0.3
personalized_pagerank,3447,8,0.8
personalized_pagerank,3449,8,0.8
personalized_pagerank,3450,4,0.4
personalized_pagerank,3451,6,0.6
personalized_pagerank,3452,8,0.8
personalized_pagerank,3453,9,0.9
personalized_pagerank,3454,9,0.9
personalized_pagerank,3455,7,0.7
personalized_pagerank,3456,8,0.8
personalized_pagerank,3457,5,0.5
personalized_pagerank,3458,7,0.7
personalized_pagerank,3459,7,0.7
personalized_pagerank,3460,1,0.1
personalized_pagerank,3461,8,0.8
personalized_pagerank,3462,7,0.7
personalized_pagerank,3463,5,0.5
personalized_pagerank,3466,5,0.5
personalized_pagerank,3468,1,0.1
personalized_pagerank,3469,3,0.3
personalized_pagerank,3470,5,0.5
personalized_pagerank,3472,2,0.2
personalized_pagerank,3477,6,0.6
personalized_pagerank,3478,6,0.6
personalized_pagerank,3479,7,0.7
personalized_pagerank,3480,3,0.3
personalized_pagerank,3481,5,0.5
personalized_pagerank,3482,5,0.5
personalized_pagerank,3483,6,0.6
personalized_pagerank,3488,3,0.3
personalized_pagerank,3490,1,0.1
personalized_pagerank,3496,2,0.2
personalized_pagerank,3498,5,0.5
personalized_pagerank,3508,4,0.4
personalized_pagerank,3512,2,0.2
personalized_pagerank,3515,1,0.1
personalized_pagerank,3518,1,0.1
personalized_pagerank,3519,7,0.7
personalized_pagerank,3520,1,0.1
personalized_pagerank,3521,7,0.7
personalized_pagerank,3522,5,0.5
personalized_pagerank,3523,8,0.8
personalized_pagerank,3525,3,0.3
personalized_pagerank,3526,1,0.1
personalized_pagerank,3527,6,0.6
personalized_pagerank,3528,1,0.1
personalized_pagerank,3532,2,0.2
personalized_pagerank,3535,2,0.2
personalized_pagerank,3536,1,0.1
personalized_pagerank,3538,1,0.1
personalized_pagerank,3539,1,0.1
personalized_pagerank,3540,1,0.1
personalized_pagerank,3541,7,0.7
personalized_pagerank,3542,2,0.2
personalized_pagerank,3544,2,0.2
personalized_pagerank,3555,2,0.2
personalized_pagerank,3556,2,0.2
personalized_pagerank,3557,1,0.1
personalized_pagerank,3562,7,0.7
personalized_pagerank,3567,4,0.4
personalized_pagerank,3568,8,0.8
personalized_pagerank,3569,6,0.6
personalized_pagerank,3571,5,0.5
personalized_pagerank,3578,1,0.1
personalized_pagerank,3579,1,0.1
personalized_pagerank,3586,7,0.7
personalized_pagerank,3587,2,0.2
personalized_pagerank,3591,2,0.2
personalized_pagerank,3593,2,0.2
personalized_pagerank,3597,4,0.4
personalized_pagerank,3598,1,0.1
personalized_pagerank,3600,4,0.4
personalized_pagerank,3601,5,0.5
personalized_pagerank,3603,1,0.1
personalized_pagerank,3607,6,0.6
personalized_pagerank,3611,3,0.3
personalized_pagerank,3614,7,0.7
personalized_pagerank,3615,8,0.8
personalized_pagerank,3622,2,0.2
personalized_pagerank,3624,6,0.6
personalized_pagerank,3630,6,0.6
personalized_pagerank,3631,7,0.7
personalized_pagerank,3633,7,0.7
personalized_pagerank,3634,8,0.8
personalized_pagerank,3635,8,0.8
personalized_pagerank,3636,1,0.1
personalized_pagerank,3637,1,0.1
personalized_pagerank,3639,1,0.1
personalized_pagerank,3641,10,1.0
personalized_pagerank,3642,9,0.9
personalized_pagerank,3643,7,0.7
personalized_pagerank,3645,7,0.7
personalized_pagerank,3647,2,0.2
personalized_pagerank,3648,1,0.1
personalized_pagerank,3653,1,0.1
personalized_pagerank,3655,1,0.1
personalized_pagerank,3656,2,0.2
personalized_pagerank,3658,5,0.5
personalized_pagerank,3659,6,0.6
personalized_pagerank,3660,8,0.8
personalized_pagerank,3661,5,0.5
personalized_pagerank,3662,2,0.2
personalized_pagerank,3665,2,0.2
personalized_pagerank,3666,7,0.7
personalized_pagerank,3678,6,0.6
personalized_pagerank,3682,6,0.6
personalized_pagerank,3683,1,0.1
personalized_pagerank,3689,1,0.1
personalized_pagerank,3691,4,0.4
personalized_pagerank,3705,1,0.1
personalized_pagerank,3709,2,0.2
personalized_pagerank,3714,3,0.3
personalized_pagerank,3717,1,0.1
personalized_pagerank,3719,3,0.3
personalized_pagerank,3720,2,0.2
personalized_pagerank,3723,1,0.1
personalized_pagerank,3724,8,0.8
personalized_pagerank,3725,1,0.1
personalized_pagerank,3728,5,0.5
personalized_pagerank,3729,1,0.1
personalized_pagerank,3731,1,0.1
personalized_pagerank,3742,2,0.2
personalized_pagerank,3743,2,0.2
personalized_pagerank,3747,2,0.2
personalized_pagerank,3748,7,0.7
personalized_pagerank,3749,1,0.1
personalized_pagerank,3750,1,0.1
personalized_pagerank,3751,2,0.2
personalized_pagerank,3752,1,0.1
personalized_pagerank,3762,1,0.1
personalized_pagerank,3764,1,0.1
personalized_pagerank,3766,4,0.4
personalized_pagerank,3767,2,0.2
personalized_pagerank,3770,4,0.4
personalized_pagerank,3775,4,0.4
personalized_pagerank,3777,3,0.3
personalized_pagerank,3782,1,0.1
personalized_pagerank,3785,1,0.1
personalized_pagerank,3786,5,0.5
personalized_pagerank,3787,9,0.9
personalized_pagerank,3792,5,0.5
personalized_pagerank,3794,6,0.6
personalized_pagerank,3796,8,0.8
personalized_pagerank,3798,5,0.5
personalized_pagerank,3800,1,0.1
personalized_pagerank,3802,1,0.1
personalized_pagerank,3803,1,0.1
personalized_pagerank,3806,7,0.7
personalized_pagerank,3812,8,0.8
personalized_pagerank,3813,6,0.6
personalized_pagerank,3814,7,0.7
personalized_pagerank,3815,5,0.5
personalized_pagerank,3819,3,0.3
personalized_pagerank,3830,4,0.4
personalized_pagerank,3832,1,0.1
personalized_pagerank,3833,1,0.1
personalized_pagerank,3835,3,0.3
personalized_pagerank,3839,1,0.1
personalized_pagerank,3842,2,0.2
personalized_pagerank,3843,5,0.5
personalized_pagerank,3845,3,0.3
personalized_pagerank,3851,1,0.1
personalized_pagerank,3854,7,0.7
personalized_pagerank,3863,1,0.1
personalized_pagerank,3869,1,0.1
personalized_pagerank,3871,1,0.1
personalized_pagerank,3872,3,0.3
personalized_pagerank,3873,1,0.1
personalized_pagerank,3876,2,0.2
personalized_pagerank,3885,1,0.1
personalized_pagerank,3889,1,0.1
personalized_pagerank,3897,3,0.3
personalized_pagerank,3898,2,0.2
personalized_pagerank,3902,8,0.8
personalized_pagerank,3910,6,0.6
personalized_pagerank,3912,4,0.4
personalized_pagerank,3916,6,0.6
personalized_pagerank,3917,6,0.6
personalized_pagerank,3918,2,0.2
personalized_pagerank,3919,5,0.5
personalized_pagerank,3920,3,0.3
personalized_pagerank,3925,1,0.1
personalized_pagerank,3930,1,0.1
personalized_pagerank,3945,1,0.1
personalized_pagerank,3947,1,0.1
personalized_pagerank,3948,5,0.5
personalized_pagerank,3949,6,0.6
personalized_pagerank,3956,6,0.6
personalized_pagerank,3958,2,0.2
personalized_pagerank,3959,1,0.1
personalized_pagerank,3960,2,0.2
personalized_pagerank,3961,4,0.4
personalized_pagerank,3965,8,0.8
personalized_pagerank,3969,6,0.6
personalized_pagerank,3971,1,0.1
personalized_pagerank,3973,3,0.3
personalized_pagerank,3976,7,0.7
personalized_pagerank,3977,2,0.2
personalized_pagerank,3978,1,0.1
personalized_pagerank,3980,1,0.1
personalized_pagerank,3982,3,0.3
personalized_pagerank,3983,1,0.1
personalized_pagerank,3985,5,0.5
personalized_pagerank,3989,1,0.1
personalized_pagerank,3991,2,0.2
personalized_pagerank,3992,1,0.1
personalized_pagerank,3995,5,0.5
personalized_pagerank,4000,1,0.1
personalized_pagerank,4001,5,0.5
personalized_pagerank,4006,1,0.1
personalized_pagerank,4007,3,0.3
personalized_pagerank,4008,1,0.1
personalized_pagerank,4013,4,0.4
personalized_pagerank,4020,1,0.1
personalized_pagerank,4024,1,0.1
personalized_pagerank,4027,2,0.2
personalized_pagerank,4034,2,0.2
personalized_pagerank,4036,5,0.5
personalized_pagerank,4039,4,0.4
personalized_pagerank,4040,9,0.9
personalized_pagerank,4041,7,0.7
personalized_pagerank,4042,6,0.6
personalized_pagerank,4044,4,0.4
personalized_pagerank,4045,8,0.8
personalized_pagerank,4046,6,0.6
personalized_pagerank,4053,1,0.1
personalized_pagerank,4056,2,0.2
personalized_pagerank,4059,1,0.1
personalized_pagerank,4062,2,0.2
personalized_pagerank,4063,3,0.3
personalized_pagerank,4065,8,0.8
personalized_pagerank,4066,1,0.1
personalized_pagerank,4068,1,0.1
personalized_pagerank,4070,5,0.5
personalized_pagerank,4071,3,0.3
personalized_pagerank,4072,4,0.4
personalized_pagerank,4073,6,0.6
personalized_pagerank,4074,8,0.8
personalized_pagerank,4076,6,0.6
personalized_pagerank,4077,7,0.7
personalized_pagerank,4079,1,0.1
personalized_pagerank,4082,3,0.3
personalized_pagerank,4099,9,0.9
personalized_pagerank,4111,3,0.3
personalized_pagerank,4116,4,0.4
personalized_pagerank,4119,3,0.3
personalized_pagerank,4120,1,0.1
personalized_pagerank,4123,6,0.6
personalized_pagerank,4124,4,0.4
personalized_pagerank,4127,7,0.7
personalized_pagerank,4128,2,0.2
personalized_pagerank,4133,1,0.1
personalized_pagerank,4136,3,0.3
personalized_pagerank,4137,1,0.1
personalized_pagerank,4138,5,0.5
personalized_pagerank,4140,2,0.2
personalized_pagerank,4142,4,0.4
personalized_pagerank,4144,7,0.7
personalized_pagerank,4145,1,0.1
personalized_pagerank,4147,1,0.1
personalized_pagerank,4148,1,0.1
personalized_pagerank,4149,1,0.1
personalized_pagerank,4150,3,0.3
personalized_pagerank,4151,9,0.9
personalized_pagerank,4152,6,0.6
personalized_pagerank,4155,2,0.2
personalized_pagerank,4159,1,0.1
personalized_pagerank,4162,4,0.4
personalized_pagerank,4175,1,0.1
personalized_pagerank,4186,3,0.3
personalized_pagerank,4189,1,0.1
personalized_pagerank,4191,3,0.3
personalized_pagerank,4192,1,0.1
personalized_pagerank,4194,1,0.1
personalized_pagerank,4197,2,0.2
personalized_pagerank,4199,2,0.2
personalized_pagerank,4200,2,0.2
personalized_pagerank,4205,1,0.1
personalized_pagerank,4211,9,0.9
personalized_pagerank,4212,7,0.7
personalized_pagerank,4213,1,0.1
personalized_pagerank,4214,1,0.1
personalized_pagerank,4215,1,0.1
personalized_pagerank,4219,6,0.6
personalized_pagerank,4221,8,0.8
personalized_pagerank,4222,5,0.5
personalized_pagerank,4223,1,0.1
personalized_pagerank,4224,1,0.1
personalized_pagerank,4229,1,0.1
personalized_pagerank,4232,1,0.1
personalized_pagerank,4233,1,0.1
personalized_pagerank,4245,1,0.1
personalized_pagerank,4252,1,0.1
personalized_pagerank,4255,1,0.1
personalized_pagerank,4261,5,0.5
personalized_pagerank,4263,1,0.1
personalized_pagerank,4273,5,0.5
personalized_pagerank,4276,4,0.4
personalized_pagerank,4282,1,0.1
personalized_pagerank,4290,1,0.1
personalized_pagerank,4292,1,0.1
personalized_pagerank,4295,4,0.4
personalized_pagerank,4297,6,0.6
personalized_pagerank,4298,2,0.2
personalized_pagerank,4307,1,0.1
personalized_pagerank,4308,3,0.3
personalized_pagerank,4310,9,0.9
personalized_pagerank,4312,1,0.1
personalized_pagerank,4313,3,0.3
personalized_pagerank,4314,1,0.1
personalized_pagerank,4315,4,0.4
personalized_pagerank,4316,3,0.3
personalized_pagerank,4319,1,0.1
personalized_pagerank,4324,2,0.2
personalized_pagerank,4326,2,0.2
personalized_pagerank,4327,1,0.1
personalized_pagerank,4329,3,0.3
personalized_pagerank,4335,4,0.4
personalized_pagerank,4338,5,0.5
personalized_pagerank,4342,1,0.1
personalized_pagerank,4343,2,0.2
personalized_pagerank,4344,1,0.1
personalized_pagerank,4347,3,0.3
personalized_pagerank,4351,1,0.1
personalized_pagerank,4353,8,0.8
personalized_pagerank,4354,2,0.2
personalized_pagerank,4355,6,0.6
personalized_pagerank,4361,2,0.2
personalized_pagerank,4363,4,0.4
personalized_pagerank,4364,4,0.4
personalized_pagerank,4369,1,0.1
personalized_pagerank,4371,3,0.3
personalized_pagerank,4375,1,0.1
personalized_pagerank,4377,3,0.3
personalized_pagerank,4379,2,0.2
personalized_pagerank,4383,1,0.1
personalized_pagerank,4398,1,0.1
personalized_pagerank,4409,2,0.2
personalized_pagerank,4415,2,0.2
personalized_pagerank,4416,1,0.1
personalized_pagerank,4422,3,0.3
personalized_pagerank,4428,5,0.5
personalized_pagerank,4429,1,0.1
personalized_pagerank,4431,1,0.1
personalized_pagerank,4432,3,0.3
personalized_pagerank,4433,4,0.4
personalized_pagerank,4437,8,0.8
personalized_pagerank,4438,1,0.1
personalized_pagerank,4441,7,0.7
personalized_pagerank,4442,4,0.4
personalized_pagerank,4443,3,0.3
personalized_pagerank,4447,2,0.2
personalized_pagerank,4448,7,0.7
personalized_pagerank,4451,3,0.3
personalized_pagerank,4455,4,0.4
personalized_pagerank,4456,1,0.1
personalized_pagerank,4460,1,0.1
personalized_pagerank,4461,1,0.1
personalized_pagerank,4465,2,0.2
personalized_pagerank,4468,3,0.3
personalized_pagerank,4476,2,0.2
personalized_pagerank,4477,1,0.1
personalized_pagerank,4482,3,0.3
personalized_pagerank,4483,7,0.7
personalized_pagerank,4485,2,0.2
personalized_pagerank,4486,5,0.5
personalized_pagerank,4487,4,0.4
personalized_pagerank,4488,7,0.7
personalized_pagerank,4489,5,0.5
personalized_pagerank,4492,1,0.1
personalized_pagerank,4502,1,0.1
personalized_pagerank,4509,2,0.2
personalized_pagerank,4511,2,0.2
personalized_pagerank,4524,2,0.2
personalized_pagerank,4526,1,0.1
personalized_pagerank,4527,2,0.2
personalized_pagerank,4530,2,0.2
personalized_pagerank,4531,3,0.3
personalized_pagerank,4532,2,0.2
personalized_pagerank,4533,1,0.1
personalized_pagerank,4534,4,0.4
personalized_pagerank,4536,6,0.6
personalized_pagerank,4542,2,0.2
personalized_pagerank,4547,5,0.5
personalized_pagerank,4550,6,0.6
personalized_pagerank,4557,2,0.2
personalized_pagerank,4560,1,0.1
personalized_pagerank,4563,1,0.1
personalized_pagerank,4564,5,0.5
personalized_pagerank,4566,1,0.1
personalized_pagerank,4574,6,0.6
personalized_pagerank,4575,1,0.1
personalized_pagerank,4576,1,0.1
personalized_pagerank,4577,1,0.1
personalized_pagerank,4581,1,0.1
personalized_pagerank,4582,3,0.3
personalized_pagerank,4586,2,0.2
personalized_pagerank,4587,5,0.5
personalized_pagerank,4588,1,0.1
personalized_pagerank,4591,1,0.1
personalized_pagerank,4592,2,0.2
personalized_pagerank,4595,1,0.1
personalized_pagerank,4598,6,0.6
personalized_pagerank,4600,5,0.5
personalized_pagerank,4602,1,0.1
personalized_pagerank,4604,1,0.1
personalized_pagerank,4616,1,0.1
personalized_pagerank,4626,1,0.1
personalized_pagerank,4630,1,0.1
personalized_pagerank,4632,9,0.9
personalized_pagerank,4633,2,0.2
personalized_pagerank,4640,1,0.1
personalized_pagerank,4647,3,0.3
personalized_pagerank,4651,1,0.1
personalized_pagerank,4652,1,0.1
personalized_pagerank,4653,6,0.6
personalized_pagerank,4655,1,0.1
personalized_pagerank,4659,1,0.1
personalized_pagerank,4661,5,0.5
personalized_pagerank,4662,5,0.5
personalized_pagerank,4663,1,0.1
personalized_pagerank,4664,2,0.2
personalized_pagerank,4665,3,0.3
personalized_pagerank,4666,3,0.3
personalized_pagerank,4669,3,0.3
personalized_pagerank,4671,1,0.1
personalized_pagerank,4673,7,0.7
personalized_pagerank,4681,2,0.2
personalized_pagerank,4682,2,0.2
personalized_pagerank,4686,9,0.9
personalized_pagerank,4687,5,0.5
personalized_pagerank,4688,6,0.6
personalized_pagerank,4709,6,0.6
personalized_pagerank,4710,1,0.1
personalized_pagerank,4712,5,0.5
personalized_pagerank,4714,1,0.1
personalized_pagerank,4715,1,0.1
personalized_pagerank,4717,7,0.7
personalized_pagerank,4718,5,0.5
personalized_pagerank,4725,4,0.4
personalized_pagerank,4726,3,0.3
personalized_pagerank,4733,1,0.1
personalized_pagerank,4739,3,0.3
personalized_pagerank,4741,1,0.1
personalized_pagerank,4746,5,0.5
personalized_pagerank,4748,3,0.3
personalized_pagerank,4749,2,0.2
personalized_pagerank,4756,4,0.4
personalized_pagerank,4764,9,0.9
personalized_pagerank,4767,4,0.4
personalized_pagerank,4774,2,0.2
personalized_pagerank,4778,1,0.1
personalized_pagerank,4781,4,0.4
personalized_pagerank,4782,1,0.1
personalized_pagerank,4786,2,0.2
personalized_pagerank,4788,3,0.3
personalized_pagerank,4789,1,0.1
personalized_pagerank,4792,5,0.5
personalized_pagerank,4795,5,0.5
personalized_pagerank,4813,5,0.5
personalized_pagerank,4814,4,0.4
personalized_pagerank,4818,4,0.4
personalized_pagerank,4824,7,0.7
personalized_pagerank,4825,1,0.1
personalized_pagerank,4828,8,0.8
personalized_pagerank,4829,3,0.3
personalized_pagerank,4832,1,0.1
personalized_pagerank,4833,2,0.2
personalized_pagerank,4837,1,0.1
personalized_pagerank,4840,1,0.1
personalized_pagerank,4842,1,0.1
personalized_pagerank,4843,4,0.4
personalized_pagerank,4846,4,0.4
personalized_pagerank,4853,2,0.2
personalized_pagerank,4854,1,0.1
personalized_pagerank,4856,1,0.1
personalized_pagerank,4859,6,0.6
personalized_pagerank,4860,1,0.1
personalized_pagerank,4862,1,0.1
personalized_pagerank,4874,1,0.1
personalized_pagerank,4879,4,0.4
personalized_pagerank,4883,1,0.1
personalized_pagerank,4884,1,0.1
personalized_pagerank,4885,3,0.3
personalized_pagerank,4891,3,0.3
personalized_pagerank,4893,1,0.1
personalized_pagerank,4894,5,0.5
personalized_pagerank,4898,2,0.2
personalized_pagerank,4899,8,0.8
personalized_pagerank,4904,1,0.1
personalized_pagerank,4909,1,0.1
personalized_pagerank,4912,1,0.1
personalized_pagerank,4914,1,0.1
personalized_pagerank,4915,3,0.3
personalized_pagerank,4922,1,0.1
personalized_pagerank,4924,3,0.3
personalized_pagerank,4925,1,0.1
personalized_pagerank,4926,1,0.1
personalized_pagerank,4933,2,0.2
personalized_pagerank,4934,2,0.2
personalized_pagerank,4937,3,0.3
personalized_pagerank,4938,2,0.2
personalized_pagerank,4943,5,0.5
personalized_pagerank,4944,1,0.1
personalized_pagerank,4947,2,0.2
personalized_pagerank,4948,7,0.7
personalized_pagerank,4960,2,0.2
personalized_pagerank,4964,7,0.7
personalized_pagerank,4966,4,0.4
personalized_pagerank,4967,8,0.8
personalized_pagerank,4970,2,0.2
personalized_pagerank,4973,1,0.1
personalized_pagerank,4974,5,0.5
personalized_pagerank,4976,5,0.5
personalized_pagerank,4980,1,0.1
personalized_pagerank,4981,9,0.9
personalized_pagerank,4982,6,0.6
personalized_pagerank,4983,1,0.1
personalized_pagerank,4988,3,0.3
personalized_pagerank,4989,1,0.1
personalized_pagerank,4993,1,0.1
personalized_pagerank,4994,1,0.1
personalized_pagerank,5002,9,0.9
personalized_pagerank,5003,1,0.1
personalized_pagerank,5006,2,0.2
personalized_pagerank,5008,3,0.3
personalized_pagerank,5009,2,0.2
personalized_pagerank,5010,1,0.1
personalized_pagerank,5011,3,0.3
personalized_pagerank,5012,4,0.4
personalized_pagerank,5013,3,0.3
personalized_pagerank,5015,3,0.3
