method,source,hits_at_k,precision_at_k
common_neighbors,1084,1,0.1
common_neighbors,1085,1,0.1
common_neighbors,1086,1,0.1
common_neighbors,1089,2,0.2
common_neighbors,1095,1,0.1
common_neighbors,1097,6,0.6
common_neighbors,1098,6,0.6
common_neighbors,1103,1,0.1
common_neighbors,1111,7,0.7
common_neighbors,1113,3,0.3
common_neighbors,1114,6,0.6
common_neighbors,1124,5,0.5
common_neighbors,1125,7,0.7
common_neighbors,1126,1,0.1
common_neighbors,1127,6,0.6
common_neighbors,1128,3,0.3
common_neighbors,1129,6,0.6
common_neighbors,1132,3,0.3
common_neighbors,1133,5,0.5
common_neighbors,1134,1,0.1
common_neighbors,1135,6,0.6
common_neighbors,1137,6,0.6
common_neighbors,1138,2,0.2
common_neighbors,1139,1,0.1
common_neighbors,1142,6,0.6
common_neighbors,1143,2,0.2
common_neighbors,1144,3,0.3
common_neighbors,1145,1,0.1
common_neighbors,1151,5,0.5
common_neighbors,1156,2,0.2
common_neighbors,1159,1,0.1
common_neighbors,1160,5,0.5
common_neighbors,1164,3,0.3
common_neighbors,1165,3,0.3
common_neighbors,1166,7,0.7
common_neighbors,1167,6,0.6
common_neighbors,1168,1,0.1
common_neighbors,1169,2,0.2
common_neighbors,1179,1,0.1
common_neighbors,1182,2,0.2
common_neighbors,1183,1,0.1
common_neighbors,1184,4,0.4
common_neighbors,1185,4,0.4
common_neighbors,1187,1,0.1
common_neighbors,1188,1,0.1
common_neighbors,1190,1,0.1
common_neighbors,1193,4,0.4
common_neighbors,1196,2,0.2
common_neighbors,1199,1,0.1
common_neighbors,1200,7,0.7
common_neighbors,1201,7,0.7
common_neighbors,1202,7,0.7
common_neighbors,1203,3,0.3
common_neighbors,1204,4,0.4
common_neighbors,1207,2,0.2
common_neighbors,1210,8,0.8
common_neighbors,1211,6,0.6
common_neighbors,1214,1,0.1
common_neighbors,1215,5,0.5
common_neighbors,1221,7,0.7
common_neighbors,1228,2,0.2
common_neighbors,1230,4,0.4
common_neighbors,1233,1,0.1
common_neighbors,1234,4,0.4
common_neighbors,1235,2,0.2
common_neighbors,1236,9,0.9
common_neighbors,1237,2,0.2
common_neighbors,1239,1,0.1
common_neighbors,1241,5,0.5
common_neighbors,1242,3,0.3
common_neighbors,1243,1,0.1
common_neighbors,1244,1,0.1
common_neighbors,1245,3,0.3
common_neighbors,1246,3,0.3
common_neighbors,1247,6,0.6
common_neighbors,1248,5,0.5
common_neighbors,1252,1,0.1
common_neighbors,1253,5,0.5
common_neighbors,1259,5,0.5
common_neighbors,1267,7,0.7
common_neighbors,1278,7,0.7
common_neighbors,1279,7,0.7
common_neighbors,1281,2,0.2
common_neighbors,1282,1,0.1
common_neighbors,1285,5,0.5
common_neighbors,1286,7,0.7
common_neighbors,1290,4,0.4
common_neighbors,1291,3,0.3
common_neighbors,1292,1,0.1
common_neighbors,1293,3,0.3
common_neighbors,1296,1,0.1
common_neighbors,1297,6,0.6
common_neighbors,1299,2,0.2
common_neighbors,1305,5,0.5
common_neighbors,1306,2,0.2
common_neighbors,1308,1,0.1
common_neighbors,1310,1,0.1
common_neighbors,1315,2,0.2
common_neighbors,1316,1,0.1
common_neighbors,1318,1,0.1
common_neighbors,1319,6,0.6
common_neighbors,1320,2,0.2
common_neighbors,1322,2,0.2
common_neighbors,1326,1,0.1
common_neighbors,1328,1,0.1
common_neighbors,1331,1,0.1
common_neighbors,1333,1,0.1
common_neighbors,1335,5,0.5
common_neighbors,1336,2,0.2
common_neighbors,1340,1,0.1
common_neighbors,1343,1,0.1
common_neighbors,1349,1,0.1
common_neighbors,1350,8,0.8
common_neighbors,1352,6,0.6
common_neighbors,1353,6,0.6
common_neighbors,1354,2,0.2
common_neighbors,1355,1,0.1
common_neighbors,1356,2,0.2
common_neighbors,1357,7,0.7
common_neighbors,1358,4,0.4
common_neighbors,1359,1,0.1
common_neighbors,1360,4,0.4
common_neighbors,1362,1,0.1
common_neighbors,1365,1,0.1
common_neighbors,1367,5,0.5
common_neighbors,1368,3,0.3
common_neighbors,1374,4,0.4
common_neighbors,1375,2,0.2
common_neighbors,1377,9,0.9
common_neighbors,1378,2,0.2
common_neighbors,1380,5,0.5
common_neighbors,1381,4,0.4
common_neighbors,1382,4,0.4
common_neighbors,1383,1,0.1
common_neighbors,1384,3,0.3
common_neighbors,1385,4,0.4
common_neighbors,1386,8,0.8
common_neighbors,1390,5,0.5
common_neighbors,1393,1,0.1
common_neighbors,1394,2,0.2
common_neighbors,1395,8,0.8
common_neighbors,1400,1,0.1
common_neighbors,1406,1,0.1
common_neighbors,1407,1,0.1
common_neighbors,1416,4,0.4
common_neighbors,1419,7,0.7
common_neighbors,1420,2,0.2
common_neighbors,1423,2,0.2
common_neighbors,1424,7,0.7
common_neighbors,1428,7,0.7
common_neighbors,1429,1,0.1
common_neighbors,1430,1,0.1
common_neighbors,1432,1,0.1
common_neighbors,1434,1,0.1
common_neighbors,1439,3,0.3
common_neighbors,1441,5,0.5
common_neighbors,1442,2,0.2
common_neighbors,1446,1,0.1
common_neighbors,1447,2,0.2
common_neighbors,1451,1,0.1
common_neighbors,1457,2,0.2
common_neighbors,1462,0,0.0
common_neighbors,1463,3,0.3
common_neighbors,1465,1,0.1
common_neighbors,1466,4,0.4
common_neighbors,1467,1,0.1
common_neighbors,1468,2,0.2
common_neighbors,1470,4,0.4
common_neighbors,1471,8,0.8
common_neighbors,1473,6,0.6
common_neighbors,1474,1,0.1
common_neighbors,1480,6,0.6
common_neighbors,1482,2,0.2
common_neighbors,1483,8,0.8
common_neighbors,1487,5,0.5
common_neighbors,1489,7,0.7
common_neighbors,1492,9,0.9
common_neighbors,1495,1,0.1
common_neighbors,1496,6,0.6
common_neighbors,1497,8,0.8
common_neighbors,1498,1,0.1
common_neighbors,1499,4,0.4
common_neighbors,1500,5,0.5
common_neighbors,1501,4,0.4
common_neighbors,1503,1,0.1
common_neighbors,1504,2,0.2
common_neighbors,1506,5,0.5
common_neighbors,1507,1,0.1
common_neighbors,1510,2,0.2
common_neighbors,1521,8,0.8
common_neighbors,1522,6,0.6
common_neighbors,1524,1,0.1
common_neighbors,1525,4,0.4
common_neighbors,1526,1,0.1
common_neighbors,1530,1,0.1
common_neighbors,1537,8,0.8
common_neighbors,1538,4,0.4
common_neighbors,1539,0,0.0
common_neighbors,1542,9,0.9
common_neighbors,1547,6,0.6
common_neighbors,1548,1,0.1
common_neighbors,1549,7,0.7
common_neighbors,1550,5,0.5
common_neighbors,1552,6,0.6
common_neighbors,1553,3,0.3
common_neighbors,1555,9,0.9
common_neighbors,1560,1,0.1
common_neighbors,1564,4,0.4
common_neighbors,1565,1,0.1
common_neighbors,1566,7,0.7
common_neighbors,1571,4,0.4
common_neighbors,1582,3,0.3
common_neighbors,1583,6,0.6
common_neighbors,1585,7,0.7
common_neighbors,1589,3,0.3
common_neighbors,1592,7,0.7
common_neighbors,1594,6,0.6
common_neighbors,1596,5,0.5
common_neighbors,1601,1,0.1
common_neighbors,1603,1,0.1
common_neighbors,1604,2,0.2
common_neighbors,1607,1,0.1
common_neighbors,1608,6,0.6
common_neighbors,1610,1,0.1
common_neighbors,1612,9,0.9
common_neighbors,1613,3,0.3
common_neighbors,1614,7,0.7
common_neighbors,1615,6,0.6
common_neighbors,1621,8,0.8
common_neighbors,1622,5,0.5
common_neighbors,1623,2,0.2
common_neighbors,1628,1,0.1
common_neighbors,1631,1,0.1
common_neighbors,1639,5,0.5
common_neighbors,1644,3,0.3
common_neighbors,1646,1,0.1
common_neighbors,1647,5,0.5
common_neighbors,1658,1,0.1
common_neighbors,1661,3,0.3
common_neighbors,1662,1,0.1
common_neighbors,1664,1,0.1
common_neighbors,1667,4,0.4
common_neighbors,1668,2,0.2
common_neighbors,1670,2,0.2
common_neighbors,1674,1,0.1
common_neighbors,1680,2,0.2
common_neighbors,1683,1,0.1
common_neighbors,1684,1,0.1
common_neighbors,1687,3,0.3
common_neighbors,1688,5,0.5
common_neighbors,1691,5,0.5
common_neighbors,1692,2,0.2
common_neighbors,1693,1,0.1
common_neighbors,1697,7,0.7
common_neighbors,1700,7,0.7
common_neighbors,1701,6,0.6
common_neighbors,1705,5,0.5
common_neighbors,1706,1,0.1
common_neighbors,1707,4,0.4
common_neighbors,1711,1,0.1
common_neighbors,1714,2,0.2
common_neighbors,1716,1,0.1
common_neighbors,1717,7,0.7
common_neighbors,1719,2,0.2
common_neighbors,1720,3,0.3
common_neighbors,1722,3,0.3
common_neighbors,1729,4,0.4
common_neighbors,1730,4,0.4
common_neighbors,1732,4,0.4
common_neighbors,1733,4,0.4
common_neighbors,1734,5,0.5
common_neighbors,1737,2,0.2
common_neighbors,1741,3,0.3
common_neighbors,1742,1,0.1
common_neighbors,1748,5,0.5
common_neighbors,1749,7,0.7
common_neighbors,1751,5,0.5
common_neighbors,1754,3,0.3
common_neighbors,1756,5,0.5
common_neighbors,1757,3,0.3
common_neighbors,1759,1,0.1
common_neighbors,1762,5,0.5
common_neighbors,1764,1,0.1
common_neighbors,1766,4,0.4
common_neighbors,1767,2,0.2
common_neighbors,1769,4,0.4
common_neighbors,1772,8,0.8
common_neighbors,1777,1,0.1
common_neighbors,1778,2,0.2
common_neighbors,1781,1,0.1
common_neighbors,1782,1,0.1
common_neighbors,1783,7,0.7
common_neighbors,1789,0,0.0
common_neighbors,1792,5,0.5
common_neighbors,1794,4,0.4
common_neighbors,1795,4,0.4
common_neighbors,1796,5,0.5
common_neighbors,1799,5,0.5
common_neighbors,1800,3,0.3
common_neighbors,1803,4,0.4
common_neighbors,1807,1,0.1
common_neighbors,1808,7,0.7
common_neighbors,1809,1,0.1
common_neighbors,1811,2,0.2
common_neighbors,1812,1,0.1
common_neighbors,1813,7,0.7
common_neighbors,1814,6,0.6
common_neighbors,1816,5,0.5
common_neighbors,1820,8,0.8
common_neighbors,1821,1,0.1
common_neighbors,1822,3,0.3
common_neighbors,1823,1,0.1
common_neighbors,1828,1,0.1
common_neighbors,1830,1,0.1
common_neighbors,1831,1,0.1
common_neighbors,1832,1,0.1
common_neighbors,1833,2,0.2
common_neighbors,1835,8,0.8
common_neighbors,1836,4,0.4
common_neighbors,1837,5,0.5
common_neighbors,1838,6,0.6
common_neighbors,1840,1,0.1
common_neighbors,1847,4,0.4
common_neighbors,1848,5,0.5
common_neighbors,1855,3,0.3
common_neighbors,1857,1,0.1
common_neighbors,1865,1,0.1
common_neighbors,1868,5,0.5
common_neighbors,1874,2,0.2
common_neighbors,1875,4,0.4
common_neighbors,1879,1,0.1
common_neighbors,1885,7,0.7
common_neighbors,1886,1,0.1
common_neighbors,1888,5,0.5
common_neighbors,1891,3,0.3
common_neighbors,1892,1,0.1
common_neighbors,1896,3,0.3
common_neighbors,1899,1,0.1
common_neighbors,1901,1,0.1
common_neighbors,1908,1,0.1
common_neighbors,1912,1,0.1
common_neighbors,1915,2,0.2
common_neighbors,1918,3,0.3
common_neighbors,1919,8,0.8
common_neighbors,1922,7,0.7
common_neighbors,1924,1,0.1
common_neighbors,1925,3,0.3
common_neighbors,1927,1,0.1
common_neighbors,1928,1,0.1
common_neighbors,1931,3,0.3
common_neighbors,1935,2,0.2
common_neighbors,1937,2,0.2
common_neighbors,1940,1,0.1
common_neighbors,1943,1,0.1
common_neighbors,1944,1,0.1
common_neighbors,1945,1,0.1
common_neighbors,1947,3,0.3
common_neighbors,1948,4,0.4
common_neighbors,1951,3,0.3
common_neighbors,1961,1,0.1
common_neighbors,1962,5,0.5
common_neighbors,1964,1,0.1
common_neighbors,1966,4,0.4
common_neighbors,1967,7,0.7
common_neighbors,1972,7,0.7
common_neighbors,1976,3,0.3
common_neighbors,1977,8,0.8
common_neighbors,1979,1,0.1
common_neighbors,1980,5,0.5
common_neighbors,1982,2,0.2
common_neighbors,1984,3,0.3
common_neighbors,1985,7,0.7
common_neighbors,1986,4,0.4
common_neighbors,1990,5,0.5
common_neighbors,1991,5,0.5
common_neighbors,1992,4,0.4
common_neighbors,1993,1,0.1
common_neighbors,1995,2,0.2
common_neighbors,1997,7,0.7
common_neighbors,2001,4,0.4
common_neighbors,2003,5,0.5
common_neighbors,2009,5,0.5
common_neighbors,2010,1,0.1
common_neighbors,2014,4,0.4
common_neighbors,2016,2,0.2
common_neighbors,2033,4,0.4
common_neighbors,2037,1,0.1
common_neighbors,2038,2,0.2
common_neighbors,2041,1,0.1
common_neighbors,2050,1,0.1
common_neighbors,2052,1,0.1
common_neighbors,2054,2,0.2
common_neighbors,2059,1,0.1
common_neighbors,2062,7,0.7
common_neighbors,2063,4,0.4
common_neighbors,2064,1,0.1
common_neighbors,2065,7,0.7
common_neighbors,2067,0,0.0
common_neighbors,2068,2,0.2
common_neighbors,2069,2,0.2
common_neighbors,2071,1,0.1
common_neighbors,2072,6,0.6
common_neighbors,2083,1,0.1
common_neighbors,2084,2,0.2
common_neighbors,2085,2,0.2
common_neighbors,2091,1,0.1
common_neighbors,2092,3,0.3
common_neighbors,2093,3,0.3
common_neighbors,2095,1,0.1
common_neighbors,2097,2,0.2
common_neighbors,2099,3,0.3
common_neighbors,2102,5,0.5
common_neighbors,2103,1,0.1
common_neighbors,2105,1,0.1
common_neighbors,2108,3,0.3
common_neighbors,2109,4,0.4
common_neighbors,2110,0,0.0
common_neighbors,2113,1,0.1
common_neighbors,2114,6,0.6
common_neighbors,2116,2,0.2
common_neighbors,2117,5,0.5
common_neighbors,2118,5,0.5
common_neighbors,2119,1,0.1
common_neighbors,2120,4,0.4
common_neighbors,2125,1,0.1
common_neighbors,2127,1,0.1
common_neighbors,2128,2,0.2
common_neighbors,2129,6,0.6
common_neighbors,2130,2,0.2
common_neighbors,2133,8,0.8
common_neighbors,2134,3,0.3
common_neighbors,2135,7,0.7
common_neighbors,2139,1,0.1
common_neighbors,2141,1,0.1
common_neighbors,2142,1,0.1
common_neighbors,2144,6,0.6
common_neighbors,2145,7,0.7
common_neighbors,2149,1,0.1
common_neighbors,2152,1,0.1
common_neighbors,2156,5,0.5
common_neighbors,2159,3,0.3
common_neighbors,2160,5,0.5
common_neighbors,2161,0,0.0
common_neighbors,2163,1,0.1
common_neighbors,2168,1,0.1
common_neighbors,2169,6,0.6
common_neighbors,2170,1,0.1
common_neighbors,2171,4,0.4
common_neighbors,2172,2,0.2
common_neighbors,2174,7,0.7
common_neighbors,2176,2,0.2
common_neighbors,2177,1,0.1
common_neighbors,2178,1,0.1
common_neighbors,2181,1,0.1
common_neighbors,2186,3,0.3
common_neighbors,2192,1,0.1
common_neighbors,2193,3,0.3
common_neighbors,2196,1,0.1
common_neighbors,2197,1,0.1
common_neighbors,2198,1,0.1
common_neighbors,2206,4,0.4
common_neighbors,2209,3,0.3
common_neighbors,2210,5,0.5
common_neighbors,2215,2,0.2
common_neighbors,2217,2,0.2
common_neighbors,2223,3,0.3
common_neighbors,2225,5,0.5
common_neighbors,2226,2,0.2
common_neighbors,2229,5,0.5
common_neighbors,2230,6,0.6
common_neighbors,2231,1,0.1
common_neighbors,2232,1,0.1
common_neighbors,2233,4,0.4
common_neighbors,2234,5,0.5
common_neighbors,2236,7,0.7
common_neighbors,2237,7,0.7
common_neighbors,2240,7,0.7
common_neighbors,2241,1,0.1
common_neighbors,2246,1,0.1
common_neighbors,2249,3,0.3
common_neighbors,2251,2,0.2
common_neighbors,2252,2,0.2
common_neighbors,2254,1,0.1
common_neighbors,2255,5,0.5
common_neighbors,2256,9,0.9
common_neighbors,2257,4,0.4
common_neighbors,2258,4,0.4
common_neighbors,2264,7,0.7
common_neighbors,2272,4,0.4
common_neighbors,2274,5,0.5
common_neighbors,2276,3,0.3
common_neighbors,2277,3,0.3
common_neighbors,2281,1,0.1
common_neighbors,2282,1,0.1
common_neighbors,2285,5,0.5
common_neighbors,2286,1,0.1
common_neighbors,2289,2,0.2
common_neighbors,2290,6,0.6
common_neighbors,2293,1,0.1
common_neighbors,2294,1,0.1
common_neighbors,2295,1,0.1
common_neighbors,2297,7,0.7
common_neighbors,2298,6,0.6
common_neighbors,2299,4,0.4
common_neighbors,2309,1,0.1
common_neighbors,2314,1,0.1
common_neighbors,2318,1,0.1
common_neighbors,2319,0,0.0
common_neighbors,2321,1,0.1
common_neighbors,2322,1,0.1
common_neighbors,2323,8,0.8
common_neighbors,2326,9,0.9
common_neighbors,2328,5,0.5
common_neighbors,2330,1,0.1
common_neighbors,2332,3,0.3
common_neighbors,2338,1,0.1
common_neighbors,2340,1,0.1
common_neighbors,2342,2,0.2
common_neighbors,2343,1,0.1
common_neighbors,2346,1,0.1
common_neighbors,2349,1,0.1
common_neighbors,2354,1,0.1
common_neighbors,2356,5,0.5
common_neighbors,2357,3,0.3
common_neighbors,2363,1,0.1
common_neighbors,2364,3,0.3
common_neighbors,2365,7,0.7
common_neighbors,2366,1,0.1
common_neighbors,2367,2,0.2
common_neighbors,2368,4,0.4
common_neighbors,2369,6,0.6
common_neighbors,2371,9,0.9
common_neighbors,2375,6,0.6
common_neighbors,2376,5,0.5
common_neighbors,2379,6,0.6
common_neighbors,2381,6,0.6
common_neighbors,2384,5,0.5
common_neighbors,2387,6,0.6
common_neighbors,2393,1,0.1
common_neighbors,2398,6,0.6
common_neighbors,2399,1,0.1
common_neighbors,2402,1,0.1
common_neighbors,2407,1,0.1
common_neighbors,2410,4,0.4
common_neighbors,2411,7,0.7
common_neighbors,2412,1,0.1
common_neighbors,2413,1,0.1
common_neighbors,2414,2,0.2
common_neighbors,2415,1,0.1
common_neighbors,2416,7,0.7
common_neighbors,2417,0,0.0
common_neighbors,2427,2,0.2
common_neighbors,2434,1,0.1
common_neighbors,2435,5,0.5
common_neighbors,2437,1,0.1
common_neighbors,2440,6,0.6
common_neighbors,2444,1,0.1
common_neighbors,2452,6,0.6
common_neighbors,2456,3,0.3
common_neighbors,2467,1,0.1
common_neighbors,2472,6,0.6
common_neighbors,2473,6,0.6
common_neighbors,2474,6,0.6
common_neighbors,2475,1,0.1
common_neighbors,2476,6,0.6
common_neighbors,2478,3,0.3
common_neighbors,2480,1,0.1
common_neighbors,2481,3,0.3
common_neighbors,2482,1,0.1
common_neighbors,2485,7,0.7
common_neighbors,2488,5,0.5
common_neighbors,2493,1,0.1
common_neighbors,2497,5,0.5
common_neighbors,2502,3,0.3
common_neighbors,2504,10,1.0
common_neighbors,2506,6,0.6
common_neighbors,2507,6,0.6
common_neighbors,2508,3,0.3
common_neighbors,2509,2,0.2
common_neighbors,2510,7,0.7
common_neighbors,2511,2,0.2
common_neighbors,2516,5,0.5
common_neighbors,2517,2,0.2
common_neighbors,2518,1,0.1
common_neighbors,2523,1,0.1
common_neighbors,2524,2,0.2
common_neighbors,2531,1,0.1
common_neighbors,2535,4,0.4
common_neighbors,2541,2,0.2
common_neighbors,2542,9,0.9
common_neighbors,2544,2,0.2
common_neighbors,2545,1,0.1
common_neighbors,2546,4,0.4
common_neighbors,2547,9,0.9
common_neighbors,2548,2,0.2
common_neighbors,2549,5,0.5
common_neighbors,2550,3,0.3
common_neighbors,2552,1,0.1
common_neighbors,2555,3,0.3
common_neighbors,2557,4,0.4
common_neighbors,2559,9,0.9
common_neighbors,2560,3,0.3
common_neighbors,2564,4,0.4
common_neighbors,2565,5,0.5
common_neighbors,2566,3,0.3
common_neighbors,2568,2,0.2
common_neighbors,2569,1,0.1
common_neighbors,2572,2,0.2
common_neighbors,2574,1,0.1
common_neighbors,2576,7,0.7
common_neighbors,2577,1,0.1
common_neighbors,2578,2,0.2
common_neighbors,2583,1,0.1
common_neighbors,2585,5,0.5
common_neighbors,2587,3,0.3
common_neighbors,2592,1,0.1
common_neighbors,2593,6,0.6
common_neighbors,2594,8,0.8
common_neighbors,2595,7,0.7
common_neighbors,2596,3,0.3
common_neighbors,2598,1,0.1
common_neighbors,2605,8,0.8
common_neighbors,2607,1,0.1
common_neighbors,2608,3,0.3
common_neighbors,2611,1,0.1
common_neighbors,2612,3,0.3
common_neighbors,2613,4,0.4
common_neighbors,2617,5,0.5
common_neighbors,2618,5,0.5
common_neighbors,2619,4,0.4
common_neighbors,2620,5,0.5
common_neighbors,2621,1,0.1
common_neighbors,2623,4,0.4
common_neighbors,2626,2,0.2
common_neighbors,2645,1,0.1
common_neighbors,2646,2,0.2
common_neighbors,2647,4,0.4
common_neighbors,2651,10,1.0
common_neighbors,2653,7,0.7
common_neighbors,2654,7,0.7
common_neighbors,2655,4,0.4
common_neighbors,2657,6,0.6
common_neighbors,2658,3,0.3
common_neighbors,2659,1,0.1
common_neighbors,2660,5,0.5
common_neighbors,2665,1,0.1
common_neighbors,2667,5,0.5
common_neighbors,2672,5,0.5
common_neighbors,2674,8,0.8
common_neighbors,2677,2,0.2
common_neighbors,2680,2,0.2
common_neighbors,2686,6,0.6
common_neighbors,2687,2,0.2
common_neighbors,2688,6,0.6
common_neighbors,2689,4,0.4
common_neighbors,2690,6,0.6
common_neighbors,2691,6,0.6
common_neighbors,2692,3,0.3
common_neighbors,2693,7,0.7
common_neighbors,2694,4,0.4
common_neighbors,2696,10,1.0
common_neighbors,2697,9,0.9
common_neighbors,2698,1,0.1
common_neighbors,2699,4,0.4
common_neighbors,2700,10,1.0
common_neighbors,2701,4,0.4
common_neighbors,2702,4,0.4
common_neighbors,2703,4,0.4
common_neighbors,2704,5,0.5
common_neighbors,2706,3,0.3
common_neighbors,2707,5,0.5
common_neighbors,2708,2,0.2
common_neighbors,2711,2,0.2
common_neighbors,2713,9,0.9
common_neighbors,2719,4,0.4
common_neighbors,2724,1,0.1
common_neighbors,2727,8,0.8
common_neighbors,2728,1,0.1
common_neighbors,2730,1,0.1
common_neighbors,2736,1,0.1
common_neighbors,2737,3,0.3
common_neighbors,2740,3,0.3
common_neighbors,2744,3,0.3
common_neighbors,2746,2,0.2
common_neighbors,2747,9,0.9
common_neighbors,2752,1,0.1
common_neighbors,2757,1,0.1
common_neighbors,2760,3,0.3
common_neighbors,2765,4,0.4
common_neighbors,2768,7,0.7
common_neighbors,2774,2,0.2
common_neighbors,2775,5,0.5
common_neighbors,2778,2,0.2
common_neighbors,2780,1,0.1
common_neighbors,2789,1,0.1
common_neighbors,2790,8,0.8
common_neighbors,2791,2,0.2
common_neighbors,2792,2,0.2
common_neighbors,2793,1,0.1
common_neighbors,2796,2,0.2
common_neighbors,2799,2,0.2
common_neighbors,2802,1,0.1
common_neighbors,2804,4,0.4
common_neighbors,2807,1,0.1
common_neighbors,2811,2,0.2
common_neighbors,2815,4,0.4
common_neighbors,2819,3,0.3
common_neighbors,2822,3,0.3
common_neighbors,2830,1,0.1
common_neighbors,2831,5,0.5
common_neighbors,2832,3,0.3
common_neighbors,2833,1,0.1
common_neighbors,2834,2,0.2
common_neighbors,2838,2,0.2
common_neighbors,2840,5,0.5
common_neighbors,2842,8,0.8
common_neighbors,2845,1,0.1
common_neighbors,2851,4,0.4
common_neighbors,2852,1,0.1
common_neighbors,2855,2,0.2
common_neighbors,2859,6,0.6
common_neighbors,2860,2,0.2
common_neighbors,2862,1,0.1
common_neighbors,2863,1,0.1
common_neighbors,2866,2,0.2
common_neighbors,2867,1,0.1
common_neighbors,2871,5,0.5
common_neighbors,2872,3,0.3
common_neighbors,2875,1,0.1
common_neighbors,2883,3,0.3
common_neighbors,2885,1,0.1
common_neighbors,2886,1,0.1
common_neighbors,2889,2,0.2
common_neighbors,2898,1,0.1
common_neighbors,2900,6,0.6
common_neighbors,2901,1,0.1
common_neighbors,2903,1,0.1
common_neighbors,2904,6,0.6
common_neighbors,2906,2,0.2
common_neighbors,2907,1,0.1
common_neighbors,2908,2,0.2
common_neighbors,2909,7,0.7
common_neighbors,2912,7,0.7
common_neighbors,2913,1,0.1
common_neighbors,2919,1,0.1
common_neighbors,2923,6,0.6
common_neighbors,2925,2,0.2
common_neighbors,2932,10,1.0
common_neighbors,2933,2,0.2
common_neighbors,2935,3,0.3
common_neighbors,2936,1,0.1
common_neighbors,2939,2,0.2
common_neighbors,2940,3,0.3
common_neighbors,2941,1,0.1
common_neighbors,2947,2,0.2
common_neighbors,2948,3,0.3
common_neighbors,2950,2,0.2
common_neighbors,2951,3,0.3
common_neighbors,2953,2,0.2
common_neighbors,2958,4,0.4
common_neighbors,2964,5,0.5
common_neighbors,2965,1,0.1
common_neighbors,2967,6,0.6
common_neighbors,2968,6,0.6
common_neighbors,2969,1,0.1
common_neighbors,2972,5,0.5
common_neighbors,2974,3,0.3
common_neighbors,2981,7,0.7
common_neighbors,2983,4,0.4
common_neighbors,2985,1,0.1
common_neighbors,2986,2,0.2
common_neighbors,2987,2,0.2
common_neighbors,2988,6,0.6
common_neighbors,2989,2,0.2
common_neighbors,2994,1,0.1
common_neighbors,2995,1,0.1
common_neighbors,2998,2,0.2
common_neighbors,2999,2,0.2
common_neighbors,3000,2,0.2
common_neighbors,3001,1,0.1
common_neighbors,3005,7,0.7
common_neighbors,3006,4,0.4
common_neighbors,3007,5,0.5
common_neighbors,3009,5,0.5
common_neighbors,3010,7,0.7
common_neighbors,3015,2,0.2
common_neighbors,3017,1,0.1
common_neighbors,3018,3,0.3
common_neighbors,3020,7,0.7
common_neighbors,3024,7,0.7
common_neighbors,3025,1,0.1
common_neighbors,3026,8,0.8
common_neighbors,3027,2,0.2
common_neighbors,3028,8,0.8
common_neighbors,3031,7,0.7
common_neighbors,3032,6,0.6
common_neighbors,3033,6,0.6
common_neighbors,3034,7,0.7
common_neighbors,3035,3,0.3
common_neighbors,3036,1,0.1
common_neighbors,3037,1,0.1
common_neighbors,3039,4,0.4
common_neighbors,3040,1,0.1
common_neighbors,3041,1,0.1
common_neighbors,3046,2,0.2
common_neighbors,3047,2,0.2
common_neighbors,3049,1,0.1
common_neighbors,3053,2,0.2
common_neighbors,3055,7,0.7
common_neighbors,3056,7,0.7
common_neighbors,3057,5,0.5
common_neighbors,3059,9,0.9
common_neighbors,3060,1,0.1
common_neighbors,3061,1,0.1
common_neighbors,3062,7,0.7
common_neighbors,3072,0,0.0
common_neighbors,3073,7,0.7
common_neighbors,3075,1,0.1
common_neighbors,3077,2,0.2
common_neighbors,3081,3,0.3
common_neighbors,3083,1,0.1
common_neighbors,3084,3,0.3
common_neighbors,3086,2,0.2
common_neighbors,3087,1,0.1
common_neighbors,3088,2,0.2
common_neighbors,3089,1,0.1
common_neighbors,3092,6,0.6
common_neighbors,3094,1,0.1
common_neighbors,3095,5,0.5
common_neighbors,3098,3,0.3
common_neighbors,3103,1,0.1
common_neighbors,3106,2,0.2
common_neighbors,3107,2,0.2
common_neighbors,3108,2,0.2
common_neighbors,3110,5,0.5
common_neighbors,3120,1,0.1
common_neighbors,3124,1,0.1
common_neighbors,3125,3,0.3
common_neighbors,3127,1,0.1
common_neighbors,3137,1,0.1
common_neighbors,3142,4,0.4
common_neighbors,3144,7,0.7
common_neighbors,3145,2,0.2
common_neighbors,3147,2,0.2
common_neighbors,3148,5,0.5
common_neighbors,3150,1,0.1
common_neighbors,3159,1,0.1
common_neighbors,3168,6,0.6
common_neighbors,3172,1,0.1
common_neighbors,3175,4,0.4
common_neighbors,3176,1,0.1
common_neighbors,3180,6,0.6
common_neighbors,3181,1,0.1
common_neighbors,3185,1,0.1
common_neighbors,3188,4,0.4
common_neighbors,3189,1,0.1
common_neighbors,3190,1,0.1
common_neighbors,3191,8,0.8
common_neighbors,3192,7,0.7
common_neighbors,3196,5,0.5
common_neighbors,3200,2,0.2
common_neighbors,3202,2,0.2
common_neighbors,3208,2,0.2
common_neighbors,3209,3,0.3
common_neighbors,3225,3,0.3
common_neighbors,3227,4,0.4
common_neighbors,3238,5,0.5
common_neighbors,3239,2,0.2
common_neighbors,3247,1,0.1
common_neighbors,3252,8,0.8
common_neighbors,3256,3,0.3
common_neighbors,3258,6,0.6
common_neighbors,3260,1,0.1
